Date,Value
20201211,5.31864
20201210,5.36948
20201209,5.32349
20201208,5.25663
20201207,5.24893
20201204,5.24055
20201203,5.30555
20201202,5.29097
20201201,5.35735
20201130,5.34543
20201127,5.26223
20201126,5.25301
20201125,5.24724
20201124,5.33468
20201123,5.39469
20201120,5.29368
20201119,5.26584
20201118,5.26199
20201117,5.29816
20201116,5.36331
20201113,5.36021
20201112,5.33141
20201111,5.25678
20201110,5.32859
20201109,5.45723
20201106,5.47437
20201105,5.38445
20201104,5.16789
20201103,5.16427
20201102,5.10828
20201030,5.0939
20201029,5.03216
20201028,5.13788
20201027,5.20384
20201026,5.21903
20201023,5.26524
20201022,5.28743
20201021,5.38149
20201020,5.37295
20201019,5.43573
20201016,5.40585
20201015,5.43527
20201014,5.48778
20201013,5.50124
20201012,5.41365
20201009,5.37759
20201008,5.3035
20201007,5.27716
20201006,5.30598
20201005,5.266
20201002,5.22715
20201001,5.23243
20200930,5.22451
20200929,5.19973
20200928,5.15696
20200925,5.07953
20200924,5.10159
20200923,5.13147
20200922,5.11737
20200921,5.13912
20200918,5.14906
20200917,5.10059
20200916,5.09636
20200915,5.04135
20200914,5.04007
20200911,5.03355
20200910,5.05406
20200909,4.9531
20200908,5.02211
20200907,4.94075
20200904,5.03746
20200903,5.13028
20200902,5.0567
20200901,5.0703
20200831,5.04776
20200828,5.08753
20200827,5.12799
20200826,5.09618
20200825,5.08694
20200824,5.10587
20200821,5.07026
20200820,5.05858
20200819,5.028
20200818,5.09695
20200817,5.04842
20200814,5.10142
20200813,5.08408
20200812,5.05277
20200811,5.0228
20200810,5.00587
20200807,4.93232
20200806,4.98023
20200805,4.96699
20200804,5.02928
20200803,4.9334
20200731,5.00024
20200730,5.01776
20200729,5.0496
20200728,5.04129
20200727,5.0127
20200724,5.06402
20200723,5.14453
20200722,5.16174
20200721,5.16488
20200720,5.07434
20200717,5.03714
20200716,5.00554
20200715,4.97672
20200714,4.97831
20200713,4.95549
20200710,4.92005
20200709,4.93572
20200708,4.88773
20200707,4.87433
20200706,4.8936
20200703,4.87423
20200702,4.83011
20200701,4.77217
20200630,4.75136
20200629,4.75714
20200626,4.80089
20200625,4.76743
20200624,4.86664
20200623,4.89046
20200622,4.83318
20200619,4.81584
20200618,4.81299
20200617,4.75529
20200616,4.72728
20200615,4.61902
20200612,4.62462
20200611,4.72307
20200610,4.70718
20200609,4.70035
20200608,4.72406
20200605,4.72009
20200604,4.7241
20200603,4.73826
20200602,4.7739
20200601,4.72948
20200529,4.73162
20200528,4.6405
20200527,4.73546
20200526,4.7894
20200525,4.67648
20200520,4.64033
20200519,4.62675
20200518,4.58564
20200515,4.56408
20200514,4.54955
20200513,4.53265
20200512,4.55613
20200511,4.54132
20200508,4.50349
20200507,4.46985
20200506,4.4821
20200505,4.41472
20200504,4.41319
20200501,4.41966
20200430,4.48192
20200429,4.51262
20200428,4.50151
20200427,4.49582
20200424,4.46046
20200423,4.44928
20200422,4.41895
20200421,4.45097
20200420,4.40182
20200417,4.36665
20200416,4.24578
20200415,4.27579
20200414,4.21182
20200413,4.16873
20200410,4.16458
20200409,4.16042
20200408,4.17024
20200407,4.2362
20200406,4.22083
20200403,4.05983
20200402,4.08194
20200401,4.04995
20200331,4.14832
20200330,3.93511
20200327,3.88935
20200326,3.80424
20200325,3.8254
20200324,3.71847
20200323,3.56463
20200320,3.83572
20200319,3.66485
20200318,3.66927
20200317,3.7718
20200316,3.60082
20200313,3.7907
20200312,3.76495
20200311,4.11298
20200310,4.15464
20200309,4.0916
20200306,4.41504
20200305,4.56885
20200304,4.46197
20200303,4.42564
20200302,4.37089
20200228,4.28978
20200227,4.50909
20200226,4.51336
